Date,Open,Close,Volume,percent_change,trend,30_day_avg_close,high_low_range
2006-03-03,8.57,8.36,184417100,-2.677532013969737,Down,8.749,0.2900000000000009
2006-03-06,8.36,8.08,228166400,-3.3492822966507103,Down,8.705333333333334,0.33999999999999986
2006-03-07,8.12,8.19,218219400,1.3613861386138542,Up,8.658666666666669,0.23000000000000043
2006-03-08,8.18,8.11,163312800,-0.9768009768009777,Down,8.616000000000001,0.23000000000000043
2006-03-09,8.15,7.89,199826200,-2.712700369913684,Down,8.573666666666666,0.33000000000000096
2006-03-10,7.91,7.8,260785700,-1.140684410646386,Down,8.536,0.25
2006-03-13,8.03,8.11,215296900,3.974358974358969,Up,8.51,0.17999999999999972
2006-03-14,8.12,8.31,160505100,2.466091245376092,Up,8.478333333333333,0.22000000000000064
2006-03-15,8.36,8.18,222999000,-1.5643802647412848,Down,8.440333333333335,0.3100000000000005
2006-03-16,8.25,7.94,187409600,-2.933985330073342,Down,8.394666666666666,0.3199999999999994
2006-03-17,7.99,7.98,203010500,0.5037783375314866,Up,8.363999999999999,0.17999999999999972
2006-03-20,8.05,7.9,151360300,-1.0025062656641612,Down,8.331666666666669,0.20000000000000018
2006-03-21,7.63,7.63,336341600,-3.4177215189873476,Down,8.309000000000001,0.3600000000000003
2006-03-22,7.67,7.61,336473900,-0.2621231979030088,Down,8.284333333333334,0.25
2006-03-23,7.63,7.43,356956600,-2.365308804205001,Down,8.249,0.27999999999999936
2006-03-24,7.44,7.4,267995000,-0.403768506056519,Down,8.228333333333335,0.22999999999999954
2006-03-27,7.45,7.35,277018000,-0.6756756756756852,Down,8.196333333333335,0.25
2006-03-28,7.36,7.25,342580700,-1.3605442176870701,Down,8.171666666666669,0.22999999999999954
2006-03-29,7.3,7.69,586708500,6.068965517241385,Up,8.149666666666667,0.5999999999999996
2006-03-30,7.76,7.75,347662700,0.7802340702210612,Up,8.123,0.20999999999999996
2006-03-31,7.81,7.74,203839300,-0.12903225806451338,Down,8.090666666666667,0.16999999999999993
2006-04-03,7.86,7.73,203947800,-0.12919896640826598,Down,8.059000000000001,0.1899999999999995
2006-04-04,7.67,7.55,232981000,-2.3285899094437337,Down,8.026333333333334,0.13999999999999968
2006-04-05,7.99,8.3,558352200,9.933774834437099,Up,8.009666666666668,0.3800000000000008
2006-04-06,8.43,8.79,665942200,5.903614457831306,Up,8.007333333333333,0.47000000000000064
2006-04-07,8.76,8.62,386309700,-1.934015927189988,Down,8.000666666666667,0.33999999999999986
2006-04-10,8.68,8.48,225878800,-1.6241299303944177,Down,7.991333333333334,0.3100000000000005
2006-04-11,8.52,8.39,234829000,-1.0613207547169794,Down,7.989333333333334,0.27000000000000135
2006-04-12,8.4,8.24,184973600,-1.7878426698450578,Down,7.9796666666666685,0.2400000000000002
2006-04-13,8.19,8.21,183669500,-0.36407766990290485,Down,7.9670000000000005,0.21000000000000085
2006-04-17,8.21,8.0,180484500,-2.5578562728380128,Down,7.955,0.3099999999999996
2006-04-18,8.03,8.17,198711100,2.124999999999999,Up,7.958,0.21000000000000085
2006-04-19,8.25,8.1,271508300,-0.8567931456548383,Down,7.955,0.1899999999999995
2006-04-20,8.58,8.35,416745700,3.08641975308642,Up,7.962999999999999,0.47000000000000064
2006-04-21,8.42,8.28,197246700,-0.8383233532934166,Down,7.976,0.2599999999999998
2006-04-24,8.25,8.12,176757000,-1.932367149758456,Down,7.986666666666666,0.16999999999999993
2006-04-25,8.14,8.17,132265700,0.6157635467980384,Up,7.988666666666665,0.13000000000000078
2006-04-26,8.23,8.41,177721600,2.9375764993880074,Up,7.991999999999999,0.23000000000000043
2006-04-27,8.36,8.56,211486800,1.7835909631391242,Up,8.004666666666665,0.3099999999999987
2006-04-28,8.56,8.69,190009400,1.5186915887850352,Up,8.029666666666666,0.26000000000000156
2006-05-01,8.74,8.59,187595100,-1.1507479861910201,Down,8.049999999999999,0.2900000000000009
2006-05-02,8.66,8.84,192915800,2.910360884749709,Up,8.081333333333333,0.2400000000000002
2006-05-03,8.87,8.78,171747800,-0.6787330316742138,Down,8.119666666666665,0.22000000000000064
2006-05-04,8.79,8.78,215105100,0.0,No Change,8.158666666666665,0.3000000000000007
2006-05-05,8.87,8.87,140977900,1.025056947608199,Up,8.206666666666665,0.14000000000000057
2006-05-08,9.01,8.87,148712900,0.0,No Change,8.255666666666666,0.2599999999999998
2006-05-09,8.87,8.77,132916700,-1.1273957158962757,Down,8.303,0.2400000000000002
2006-05-10,8.8,8.72,114972200,-0.5701254275940586,Down,8.352,0.22000000000000064
2006-05-11,8.74,8.41,203172200,-3.555045871559639,Down,8.376,0.41000000000000014
2006-05-12,8.38,8.36,160443500,-0.5945303210463818,Down,8.396333333333333,0.23000000000000043
2006-05-15,8.32,8.37,132294400,0.11961722488038024,Up,8.417333333333335,0.15000000000000036
2006-05-16,8.41,8.02,234185000,-4.1816009557945,Down,8.427000000000001,0.4399999999999995
2006-05-17,7.99,8.06,188548500,0.49875311720699406,Up,8.444,0.1999999999999993
2006-05-18,8.11,7.8,164610600,-3.2258064516129115,Down,8.427333333333335,0.3899999999999997
2006-05-19,7.81,7.96,246466500,2.051282051282053,Up,8.399666666666668,0.25
2006-05-22,7.88,7.82,179743900,-1.758793969849242,Down,8.373000000000001,0.15000000000000036
2006-05-23,8.01,7.8,173603500,-0.2557544757033307,Down,8.350333333333335,0.27000000000000046
2006-05-24,7.78,7.82,229007800,0.2564102564102623,Up,8.331333333333335,0.2600000000000007
2006-05-25,7.93,7.94,115843000,1.5345268542199502,Up,8.321333333333335,0.15000000000000036
2006-05-26,7.94,7.85,108237500,-1.1335012594458531,Down,8.309333333333335,0.17999999999999972
2006-05-30,7.81,7.56,140850500,-3.6942675159235674,Down,8.294666666666668,0.25
2006-05-31,7.62,7.38,320244400,-2.3809523809523774,Down,8.268333333333334,0.3799999999999999
2006-06-01,7.39,7.67,235627000,3.9295392953929547,Up,8.254,0.34000000000000075
2006-06-02,7.78,7.61,171446800,-0.7822685788787432,Down,8.229333333333335,0.27000000000000046
2006-06-05,7.55,7.41,151446400,-2.628120893561106,Down,8.200333333333335,0.14999999999999947
2006-06-06,7.43,7.37,181509300,-0.5398110661268561,Down,8.175333333333334,0.21000000000000085
2006-06-07,7.42,7.23,187626600,-1.8995929443690593,Down,8.144,0.2599999999999998
2006-06-08,7.21,7.5,349370700,3.73443983402489,Up,8.113666666666667,0.45999999999999996
2006-06-09,7.55,7.31,193959500,-2.5333333333333385,Down,8.072,0.2999999999999998
2006-06-12,7.33,7.04,179446400,-3.6935704514363827,Down,8.017,0.33999999999999986
2006-06-13,7.11,7.2,270160800,2.2727272727272747,Up,7.970666666666665,0.21999999999999975
2006-06-14,7.19,7.11,219534000,-1.249999999999998,Down,7.9129999999999985,0.2599999999999998
2006-06-15,7.07,7.33,297595900,3.0942334739803057,Up,7.864666666666666,0.3600000000000003
2006-06-16,7.28,7.11,209525400,-3.001364256480215,Down,7.809,0.20999999999999996
2006-06-19,7.14,7.06,176143800,-0.7032348804500803,Down,7.748666666666667,0.13999999999999968
2006-06-20,7.11,7.09,168243600,0.42492917847025846,Up,7.689333333333334,0.1299999999999999
2006-06-21,7.13,7.14,215824000,0.7052186177715067,Up,7.635,0.17999999999999972
2006-06-22,7.18,7.36,241408300,3.081232492997208,Up,7.589666666666667,0.20999999999999996
2006-06-23,7.37,7.26,165050900,-1.3586956521739202,Down,7.551333333333333,0.17999999999999972
2006-06-26,7.3,7.28,116634000,0.27548209366391824,Up,7.515333333333333,0.09999999999999964
2006-06-27,7.29,7.09,137652900,-2.6098901098901153,Down,7.472666666666668,0.21999999999999975
2006-06-28,7.07,6.92,212676100,-2.39774330042313,Down,7.436000000000001,0.23000000000000043
2006-06-29,7.01,7.28,218349600,5.202312138728328,Up,7.410000000000001,0.33000000000000007
2006-06-30,7.11,7.07,184923900,-2.884615384615384,Down,7.385666666666668,0.16000000000000014
2006-07-03,7.1,7.15,48692700,1.1315417256011324,Up,7.358666666666668,0.09999999999999964
2006-07-05,7.06,7.04,129560200,-1.538461538461543,Down,7.332666666666667,0.1299999999999999
2006-07-06,7.05,6.88,158302200,-2.2727272727272747,Down,7.301999999999999,0.22999999999999954
2006-07-07,6.85,6.84,199840200,-0.5813953488372098,Down,7.269333333333333,0.23000000000000043
2006-07-10,6.88,6.79,132336400,-0.7309941520467811,Down,7.230999999999999,0.23999999999999932
2006-07-11,6.8,6.87,206255700,1.178203240058911,Up,7.198333333333333,0.17999999999999972
2006-07-12,6.81,6.54,231832300,-4.80349344978166,Down,7.1643333333333326,0.29000000000000004
2006-07-13,6.42,6.45,312476500,-1.3761467889908234,Down,7.133333333333332,0.33000000000000007
2006-07-14,6.48,6.26,248259200,-2.945736434108533,Down,7.086333333333332,0.33999999999999986
2006-07-17,6.39,6.46,256135600,3.1948881789137404,Up,7.047999999999999,0.17999999999999972
2006-07-18,6.56,6.53,250112100,1.0835913312693541,Up,7.0186666666666655,0.25
2006-07-19,6.54,6.68,347685800,2.297090352220512,Up,6.995666666666667,0.33999999999999986
2006-07-20,7.53,7.47,493036600,11.826347305389223,Up,7.003666666666666,0.22999999999999954
2006-07-21,7.38,7.5,222973100,0.4016064257028146,Up,7.003666666666666,0.1899999999999995
2006-07-24,7.56,7.58,180714100,1.0666666666666678,Up,7.012666666666667,0.20999999999999996
2006-07-25,7.63,7.65,147267400,0.9234828496042254,Up,7.033,0.16000000000000014
2006-07-26,7.65,7.88,224606900,3.006535947712412,Up,7.055666666666667,0.3700000000000001
2006-07-27,7.96,7.83,183761200,-0.6345177664974597,Down,7.079666666666668,0.2699999999999996
2006-07-28,7.89,8.1,172876900,3.44827586206896,Up,7.105333333333335,0.2699999999999996
2006-07-31,8.25,8.39,223210400,3.580246913580259,Up,7.1480000000000015,0.2900000000000009
2006-08-01,8.3,8.29,177941400,-1.1918951132300526,Down,7.189000000000002,0.25
2006-08-02,8.35,8.41,137692100,1.4475271411339083,Up,7.2330000000000005,0.15000000000000036
2006-08-03,8.38,8.59,210261100,2.1403091557669405,Up,7.281333333333334,0.27000000000000135
2006-08-04,8.28,8.43,463216600,-1.8626309662398155,Down,7.317000000000001,0.45000000000000107
2006-08-07,8.36,8.3,311378200,-1.5421115065243063,Down,7.351666666666668,0.40000000000000036
2006-08-08,8.28,8.0,249466000,-3.6144578313253093,Down,7.375666666666667,0.3199999999999994
2006-08-09,8.08,7.85,238959700,-1.8750000000000044,Down,7.401000000000001,0.2699999999999996
2006-08-10,7.81,7.91,174440000,0.7643312101910892,Up,7.434,0.2599999999999998
2006-08-11,7.81,7.86,194382300,-0.6321112515802758,Down,7.453333333333333,0.1899999999999995
2006-08-14,7.91,7.89,179405100,0.3816793893129689,Up,7.480666666666666,0.20000000000000107
2006-08-15,8.07,8.2,215338200,3.929024081115331,Up,7.515666666666666,0.21000000000000085
2006-08-16,8.28,8.39,195321000,2.317073170731723,Up,7.560666666666666,0.21000000000000085
2006-08-17,8.39,8.34,145287100,-0.5959475566150263,Down,7.609333333333334,0.19000000000000128
2006-08-18,8.36,8.38,134088500,0.4796163069544475,Up,7.660666666666666,0.1399999999999988
2006-08-21,8.31,8.22,131556600,-1.9093078758949895,Down,7.708333333333333,0.14000000000000057
2006-08-22,8.23,8.35,144242000,1.5815085158150728,Up,7.757666666666666,0.21999999999999886
2006-08-23,8.39,8.31,134064700,-0.4790419161676545,Down,7.8166666666666655,0.21000000000000085
2006-08-24,8.38,8.37,163797900,0.7220216606498041,Up,7.8806666666666665,0.2400000000000002
2006-08-25,8.31,8.49,135989700,1.4336917562724134,Up,7.954999999999998,0.20999999999999908
2006-08-28,8.46,8.27,184540300,-2.5912838633686763,Down,8.015333333333334,0.2400000000000002
2006-08-29,8.27,8.21,236833100,-0.7255139056831769,Down,8.071333333333333,0.26000000000000156
2006-08-30,8.31,8.27,170035600,0.7308160779536993,Up,8.124333333333334,0.1399999999999988
2006-08-31,8.31,8.38,143674300,1.3301088270858672,Up,8.154666666666666,0.1999999999999993
2006-09-01,8.45,8.44,102123700,0.7159904534606052,Up,8.186,0.10000000000000142
2006-09-05,8.51,8.82,253114400,4.502369668246455,Up,8.227333333333332,0.3699999999999992
2006-09-06,8.77,8.65,243525800,-1.9274376417233552,Down,8.260666666666667,0.25
2006-09-07,8.72,8.99,316989400,3.930635838150287,Up,8.297666666666668,0.40000000000000036
2006-09-08,9.06,8.95,223980400,-0.4449388209121348,Down,8.335,0.1999999999999993
2006-09-11,8.94,8.95,237281100,0.0,No Change,8.363333333333333,0.27999999999999936
2006-09-12,8.99,8.97,421171800,0.2234636871508531,Up,8.382666666666667,0.25
2006-09-13,8.99,9.16,286534500,2.1181716833890687,Up,8.411666666666667,0.2400000000000002
2006-09-14,9.1,9.16,200432400,0.0,No Change,8.436666666666666,0.15000000000000036
2006-09-15,9.21,9.15,245463400,-0.10917030567685357,Down,8.455333333333334,0.20999999999999908
2006-09-18,9.11,9.12,176319500,-0.3278688524590288,Down,8.478333333333333,0.1899999999999995
2006-09-19,9.15,9.11,177512300,-0.10964912280701522,Down,8.505333333333333,0.1899999999999995
2006-09-20,9.18,9.29,205697800,1.9758507135016437,Up,8.548333333333334,0.17999999999999972
2006-09-21,9.29,9.22,198531200,-0.7534983853605868,Down,8.594,0.25
2006-09-22,9.17,9.01,166278000,-2.277657266811289,Down,8.630666666666665,0.21999999999999886
2006-09-25,9.11,9.35,214748100,3.7735849056603756,Up,8.680333333333332,0.2599999999999998
2006-09-26,9.4,9.58,275737000,2.4598930481283467,Up,8.736666666666666,0.20999999999999908
2006-09-27,9.53,9.43,202593300,-1.565762004175369,Down,8.777666666666667,0.20000000000000107
2006-09-28,9.51,9.51,180902400,0.8483563096500538,Up,8.815,0.17999999999999972
2006-09-29,9.52,9.5,101453100,-0.10515247108306822,Down,8.853666666666665,0.09999999999999964
2006-10-02,9.27,9.24,178159800,-2.7368421052631557,Down,8.882333333333333,0.1999999999999993
2006-10-03,9.19,9.15,197677200,-0.9740259740259725,Down,8.913333333333332,0.21000000000000085
2006-10-04,9.15,9.31,207270700,1.7486338797814223,Up,8.945333333333334,0.2900000000000009
2006-10-05,9.2,9.24,170970800,-0.7518796992481233,Down,8.976333333333335,0.25
2006-10-06,9.19,9.16,116739700,-0.8658008658008665,Down,9.002666666666666,0.15000000000000036
2006-10-09,9.11,9.21,109555600,0.5458515283842873,Up,9.026666666666667,0.1899999999999995
2006-10-10,9.2,9.11,132897100,-1.0857763300760197,Down,9.054666666666666,0.19000000000000128
2006-10-11,9.06,9.04,142963800,-0.7683863885839768,Down,9.082333333333334,0.16999999999999993
2006-10-12,9.09,9.29,148213800,2.765486725663717,Up,9.116333333333335,0.22000000000000064
2006-10-13,9.34,9.26,171049200,-0.32292787944025153,Down,9.145666666666667,0.2599999999999998
2006-10-16,9.28,9.31,127173200,0.5399568034557313,Up,9.174666666666667,0.1399999999999988
2006-10-17,9.26,9.17,120231300,-1.5037593984962465,Down,9.186333333333334,0.14999999999999858
2006-10-18,9.23,9.2,283476900,0.3271537622682591,Up,9.204666666666666,0.1800000000000015
2006-10-19,9.78,9.75,378244300,5.978260869565226,Up,9.229999999999999,0.21999999999999886
2006-10-20,9.75,9.87,159853400,1.2307692307692228,Up,9.260666666666667,0.15999999999999837
2006-10-23,9.87,10.06,208126800,1.9250253292806614,Up,9.297666666666666,0.2599999999999998
2006-10-24,10.03,10.01,115803100,-0.4970178926441422,Down,9.332333333333331,0.17999999999999972
2006-10-25,10.04,10.08,121303700,0.6993006993007022,Up,9.362999999999998,0.11999999999999922
2006-10-26,10.11,10.15,108189200,0.6944444444444473,Up,9.395999999999997,0.17999999999999972
2006-10-27,10.09,9.93,148741600,-2.1674876847290703,Down,9.421999999999999,0.29999999999999893
2006-10-30,9.87,9.93,124979400,0.0,No Change,9.449,0.17999999999999972
2006-10-31,10.05,10.01,125368600,0.8056394763343411,Up,9.478999999999997,0.17999999999999972
2006-11-01,10.01,9.77,152798100,-2.3976023976024,Down,9.494999999999997,0.3800000000000008
2006-11-02,9.74,9.75,116370800,-0.2047082906857684,Down,9.512666666666666,0.09999999999999964
2006-11-03,9.8,9.66,107972200,-0.9230769230769216,Down,9.534333333333334,0.22000000000000064
2006-11-06,9.75,9.84,108644200,1.8633540372670776,Up,9.550666666666666,0.20000000000000107
2006-11-07,9.93,9.94,131483100,1.0162601626016223,Up,9.562666666666667,0.10999999999999943
2006-11-08,9.88,10.18,172729200,2.4144869215291775,Up,9.587666666666667,0.3500000000000014
2006-11-09,10.23,10.29,230763400,1.0805500982318215,Up,9.613666666666667,0.3099999999999987
2006-11-10,10.31,10.26,93466100,-0.291545189504367,Down,9.639000000000003,0.14000000000000057
2006-11-13,10.27,10.41,112668500,1.4619883040935708,Up,9.678,0.23000000000000043
2006-11-14,10.47,10.49,147238700,0.7684918347742562,Up,9.722666666666669,0.13000000000000078
2006-11-15,10.5,10.38,163830800,-1.0486177311725398,Down,9.758333333333335,0.23000000000000043
2006-11-16,10.48,10.57,173485200,1.8304431599229238,Up,9.802666666666669,0.20000000000000107
2006-11-17,10.51,10.6,116606000,0.2838221381267678,Up,9.850666666666667,0.11999999999999922
2006-11-20,10.54,10.67,142698500,0.6603773584905688,Up,9.899333333333336,0.22000000000000064
2006-11-21,10.79,10.94,155666700,2.5304592314901555,Up,9.960333333333335,0.1899999999999995
2006-11-22,10.99,11.15,167985300,1.9195612431444318,Up,10.030666666666667,0.35999999999999943
2006-11-24,11.05,11.31,129669400,1.4349775784753376,Up,10.098,0.4399999999999995
2006-11-27,11.42,11.05,268709000,-2.2988505747126418,Down,10.157666666666666,0.4499999999999993
2006-11-28,11.15,11.33,259043400,2.5339366515837045,Up,10.224999999999998,0.25
2006-11-29,11.48,11.33,289270800,0.0,No Change,10.296999999999999,0.35999999999999943
2006-11-30,11.38,11.32,217621600,-0.08826125330979512,Down,10.367666666666663,0.1999999999999993
2006-12-01,11.33,11.27,198769900,-0.4416961130742112,Down,10.41833333333333,0.28000000000000114
2006-12-04,11.34,11.25,177384200,-0.17746228926352772,Down,10.46433333333333,0.1899999999999995
2006-12-05,11.31,11.27,165709600,0.17777777777777398,Up,10.504666666666663,0.17999999999999972
2006-12-06,11.19,11.09,159546100,-1.597160603371781,Down,10.540666666666663,0.20999999999999908
2006-12-07,11.11,10.74,251206900,-3.155996393146976,Down,10.562666666666667,0.4399999999999995
2006-12-08,10.77,10.9,196069300,1.4897579143389212,Up,10.587666666666665,0.29999999999999893
2006-12-11,10.97,10.96,124945100,0.5504587155963349,Up,10.621999999999996,0.15000000000000036
2006-12-12,10.94,10.63,256655000,-3.0109489051094895,Down,10.645333333333332,0.41000000000000014
2006-12-13,10.86,10.99,214263000,3.3866415804327317,Up,10.677999999999999,0.2400000000000002
2006-12-14,10.99,10.93,208082700,-0.5459508644222065,Down,10.716666666666667,0.20999999999999908
2006-12-15,10.99,10.83,184984800,-0.9149130832570873,Down,10.752666666666666,0.23000000000000043
